date,source,region,indicator,value,unit,reference_year,data_type
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.03,WHO standard,2008,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.18,WHO standard,2009,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,15.97,WHO standard,2010,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.25,WHO standard,2011,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,15.7,WHO standard,2012,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.99,WHO standard,2013,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.36,WHO standard,2014,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.93,WHO standard,2015,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,276.53,WHO standard,2005,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,258.33,WHO standard,2006,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,240.29,WHO standard,2007,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,222.7,WHO standard,2008,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,205.05,WHO standard,2009,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,188.33,WHO standard,2010,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,173.39,WHO standard,2011,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,160.07,WHO standard,2012,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,148.15,WHO standard,2013,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,136.91,WHO standard,2014,historical
2026-05-18,WHO GHO,India,infant_mortality_rate,128.51,WHO standard,2015,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,41.97,WHO standard,2005,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,39.62,WHO standard,2006,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,37.58,WHO standard,2007,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,37.97,WHO standard,2008,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,34.67,WHO standard,2009,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,33.66,WHO standard,2010,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,32.51,WHO standard,2011,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,31.71,WHO standard,2012,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,29.79,WHO standard,2013,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,28.11,WHO standard,2014,historical
2026-05-18,WHO GHO,China,infant_mortality_rate,26.15,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,13.36,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,13.48,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,13.49,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,13.85,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,14.6,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,14.58,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,15.34,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,15.68,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,16.06,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,16.54,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,infant_mortality_rate,17.02,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,71.5,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,72.19,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,72.51,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,71.4,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,69.13,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,65.95,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,61.86,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,59.73,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,61.04,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,63.39,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,infant_mortality_rate,62.96,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,12.3,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,11.75,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,11.14,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,11.09,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,10.56,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,10.22,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,9.67,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,8.93,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,8.71,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,8.98,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,infant_mortality_rate,9.15,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,314.54,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,284.46,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,265.5,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,253.82,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,246.04,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,240.13,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,233.61,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,227.01,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,219.51,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,210.57,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,infant_mortality_rate,202.32,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,377.53,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,352.32,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,334.09,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,310.04,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,292.75,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,274.63,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,258.33,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,244.18,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,230.41,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,216.71,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,infant_mortality_rate,203.54,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1059.81,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1067.34,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1063.35,WHO standard,2007,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1081.43,WHO standard,2008,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1088.1,WHO standard,2009,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1093.74,WHO standard,2010,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1107.97,WHO standard,2011,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1124.14,WHO standard,2012,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1146.02,WHO standard,2013,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1155.42,WHO standard,2014,historical
2026-05-18,WHO GHO,Nigeria,infant_mortality_rate,1167.74,WHO standard,2015,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,278.81,WHO standard,2005,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,283.41,WHO standard,2006,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,271.95,WHO standard,2007,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,271.63,WHO standard,2008,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,241.06,WHO standard,2009,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,226.06,WHO standard,2010,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,202.03,WHO standard,2011,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,193.8,WHO standard,2012,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,179.74,WHO standard,2013,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,162.14,WHO standard,2014,historical
2026-05-18,WHO GHO,South Africa,infant_mortality_rate,150.42,WHO standard,2015,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,51.65,WHO standard,2005,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,50.6,WHO standard,2006,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,49.6,WHO standard,2007,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,50.64,WHO standard,2008,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,50.61,WHO standard,2009,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,49.74,WHO standard,2010,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,47.28,WHO standard,2011,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,45.79,WHO standard,2012,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,44.96,WHO standard,2013,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,43.7,WHO standard,2014,historical
2026-05-18,WHO GHO,Mexico,infant_mortality_rate,43.16,WHO standard,2015,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,60.14,WHO standard,2005,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,36.0,WHO standard,2006,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,68.95,WHO standard,2007,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,64.6,WHO standard,2008,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,30.91,WHO standard,2009,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,47.03,WHO standard,2010,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,55.03,WHO standard,2011,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,51.74,WHO standard,2012,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,73.32,WHO standard,2013,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,46.26,WHO standard,2014,historical
2026-05-18,WHO GHO,India,maternal_mortality_ratio,65.48,WHO standard,2015,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,22.55,WHO standard,2005,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,23.23,WHO standard,2006,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,20.1,WHO standard,2007,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,17.31,WHO standard,2008,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,15.97,WHO standard,2009,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,16.7,WHO standard,2010,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,15.45,WHO standard,2011,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,12.64,WHO standard,2012,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,13.23,WHO standard,2013,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,12.23,WHO standard,2014,historical
2026-05-18,WHO GHO,China,maternal_mortality_ratio,10.04,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,8.76,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,8.61,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,6.96,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,7.6,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,6.7,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,6.59,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,7.82,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,7.68,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,6.93,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,7.45,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,maternal_mortality_ratio,6.12,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,24.61,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,23.08,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,21.73,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,18.14,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,21.65,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,28.11,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,17.86,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,14.1,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,14.82,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,24.45,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,maternal_mortality_ratio,15.64,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,6.04,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,5.91,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,5.17,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,5.57,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,5.38,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,4.66,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,5.47,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,4.79,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,4.17,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,4.53,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,maternal_mortality_ratio,4.88,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,113.4,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,88.9,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,120.8,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,74.93,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,72.98,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,70.91,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,100.22,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,97.64,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,80.36,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,78.0,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,maternal_mortality_ratio,75.6,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,63.17,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,75.79,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,58.33,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,50.19,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,54.67,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,45.58,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,59.64,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,51.36,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,43.64,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,35.66,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,maternal_mortality_ratio,33.9,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,197.86,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,162.26,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,137.66,WHO standard,2007,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,73.46,WHO standard,2008,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,111.68,WHO standard,2009,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,128.66,WHO standard,2010,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,173.03,WHO standard,2011,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,130.87,WHO standard,2012,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,140.48,WHO standard,2013,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,168.53,WHO standard,2014,historical
2026-05-18,WHO GHO,Nigeria,maternal_mortality_ratio,166.26,WHO standard,2015,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,107.37,WHO standard,2005,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,103.69,WHO standard,2006,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,75.7,WHO standard,2007,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,67.86,WHO standard,2008,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,77.64,WHO standard,2009,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,50.01,WHO standard,2010,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,41.67,WHO standard,2011,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,36.7,WHO standard,2012,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,37.75,WHO standard,2013,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,55.25,WHO standard,2014,historical
2026-05-18,WHO GHO,South Africa,maternal_mortality_ratio,32.98,WHO standard,2015,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,24.9,WHO standard,2005,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,19.69,WHO standard,2006,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,23.17,WHO standard,2007,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,20.43,WHO standard,2008,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,19.77,WHO standard,2009,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,19.12,WHO standard,2010,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,18.51,WHO standard,2011,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,19.57,WHO standard,2012,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,18.99,WHO standard,2013,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,16.78,WHO standard,2014,historical
2026-05-18,WHO GHO,Mexico,maternal_mortality_ratio,14.67,WHO standard,2015,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,16.88,WHO standard,2005,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,17.02,WHO standard,2006,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,18.6,WHO standard,2007,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,16.74,WHO standard,2008,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,19.04,WHO standard,2009,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,19.31,WHO standard,2010,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,18.15,WHO standard,2011,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,19.09,WHO standard,2012,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,18.17,WHO standard,2013,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,17.22,WHO standard,2014,historical
2026-05-18,WHO GHO,India,healthy_life_expectancy,19.28,WHO standard,2015,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,19.93,WHO standard,2005,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,18.89,WHO standard,2006,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,17.61,WHO standard,2007,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,19.25,WHO standard,2008,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,19.31,WHO standard,2009,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,19.38,WHO standard,2010,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,19.58,WHO standard,2011,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,21.97,WHO standard,2012,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,18.13,WHO standard,2013,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,20.31,WHO standard,2014,historical
2026-05-18,WHO GHO,China,healthy_life_expectancy,20.51,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,22.09,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,21.05,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,21.26,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,21.3,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,22.95,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,24.15,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,21.75,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,21.86,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,24.26,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,23.18,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,healthy_life_expectancy,23.07,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,18.74,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,21.83,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,18.85,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,18.86,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,18.96,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,22.11,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,18.93,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,20.83,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,19.16,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,22.52,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,healthy_life_expectancy,19.29,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,20.72,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,23.9,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,24.0,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,24.06,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,21.81,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,24.62,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,23.65,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,22.24,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,24.72,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,24.98,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,healthy_life_expectancy,22.31,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,16.29,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,16.78,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.11,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.22,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,16.94,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.39,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.32,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.41,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.32,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.4,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,healthy_life_expectancy,17.64,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,16.97,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,18.01,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,16.94,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,17.24,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,18.59,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,18.72,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,19.49,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,19.98,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,20.85,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,19.93,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,healthy_life_expectancy,20.61,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,healthy_life_expectancy,16.21,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,healthy_life_expectancy,17.53,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,healthy_life_expectancy,17.71,WHO standard,2007,historical
